जबकि	Jabki
रहे	rahe
और	aur
पूर्व	purv
उच्च	ucch
श्रेणी	shreni
के	ke
कम्युनिस्ट	communist
पार्टी	party
के	ke
सदस्यों	sadasyo
को	ko
राजनीतिक	rajnitik
जीवन	jivan
से	se
अपवर्जन	apavarjan
के	ke
लिए	lie
कहा.	kaha.
</s>	</s>
एन्थनी	anthony
कौन	kaun
है?	hai?
इंटरनेट	internet
मूवी	movie
डेटाबेस	database
पर	par
</s>	</s>
प्रिओम	priyom
गुज्जर	gujjar
—	-
विजय	vijay
शंकर	shankar
सुराना,	surana,
समर	samar
का	ka
चचेरा	chacera
भाई	bhai
</s>	</s>
बिस्मिल	bismil
की	ki
आत्मकथा	aatmkatha
को	ko
हिन्दी	hindi
में	me
काकोरी	kakori
षड्यन्त्र	shadyantra
नामक	namak
एक	ek
पुस्तक	pustak
के	ke
अन्दर	andar
निज	nij
जीवन	jivan
की	ki
एक	ek
छटा	chata
के	ke
नाम	nam
से	se
भजनलाल	bhajanlal
बुकसेलर	bookseller
ने	ne
आर्ट	art
प्रेस	press
सिन्ध	sindh
(अब	(ab
पाकिस्तान)	pakistan)
से	se
और	aur
काकोरी	kakori
के	ke
शहीद	shahid
शीर्षक	sirshak
से	se
गणेश	ganesh
शंकर	shankar
विद्यार्थी	vidyarthi
ने	ne
प्रताप	pratap
प्रेस,	press,
कानपुर	kanpur
से	se
छापा	chapa
था।	tha.
</s>	</s>
पहाड़ी	pahadi
लोग	log
पहले	pehle
से	se
अधिक	adhik
नियमित	niyamit
रूप	rup
से	se
बसे	base
हुए	hue
गाँवों	ganvo
पर	par
हमले	hamle
बोलने	bolne
लगे	lage
और	aur
ग्रामवासियों	gramvasiyo
से	se
अनाज	anaj
और	aur
पशु	pashu
छीन-झपट	chin-jhapat
कर	kar
ले	le
जाने	jane
लगे।	lage.
</s>	</s>
संयोग	sanyog
से	se
एक	ek
दिन	din
भाँग	bhang
के	ke
नशे	nashe
में	me
होने	hone
के	ke
कारण	karan
रामप्रसाद	ramprasad
को	ko
चोरी	chori
करते	karte
हुए	hue
पकड़	pakad
लिया	liya
गया।	gaya.
</s>	</s>
हालांकि	halanki
गिल्मर	gilmar
ने	ne
एल्बम	album
को	ko
शुरू	shuru
में	me
इसे	is
बैंड	band
के	ke
सबसे	sabse
अच्छे	acche
प्रदर्शन	pradarshan
की	ki
ओर	or
वापसी	vapsi
के	ke
रूप	rup
में	me
देखा,	dekha,
राइट	right
बाद	baad
असहमत	asahmat
होते	hote
हैं,	hai,
यह	yah
स्वीकार	svikar
करते	karte
हुए	hue
"रोजर	"roger
की	ki
आलोचनाएं	alochnae
निष्पक्ष	nispaksh
हैं।	hai.
यह	yah
एक	ek
बैंड	band
एल्बम	album
बिलकुल	bilkul
नहीं	nahi
है।"	hai."
</s>	</s>
कनफ़ूशस्	kanafushas
के	ke
मतानुसार	matanusar
भलाई	bhalai
मनुष्य	manushya
का	ka
स्वाभाविक	svabhavik
गुण	gun
है।	hai.
</s>	</s>
इसकी	iski
भाषा	bhasha
में	me
लोक-भाषा	lok-bhasha
के	ke
तत्व	tatva
भी	bhi
समाहित	samahit
हैं।	hai.
</s>	</s>
1990	1990
के	ke
मध्य	madhya
तक	tak
गैर-नकद	gair-nakad
भुगतान	bhugtan
के	ke
सबसे	sabse
लोकप्रिय	lokpriya
स्वरूप	svarup
होने	hone
से	se
लेकर,	lekar,
अब	ab
चॅक	cheque
EFTPOS	EFTPOS
भुगतान	bhugtan
लेन-देन	len-den
और	aur
इलेक्ट्रॉनिक	electronic
जमा	jama
से	se
पिछड़	pichad
गए	gae
हैं	hai
और	aur
प्रति	prati
वर्ष	varsh
उनका	unka
उपयोग	upayog
6%	6%
घट	ghat
रहा	raha
है।	hai.
</s>	</s>
इसमें	isme
आयुर्विज्ञान	ayurvigyan
इतिहास	itihas
पर	par
उच्चस्तर	ucchstar
की	ki
राष्ट्रीय	rashtriya
और	aura
अन्तर्राष्ट्रीय	antarrashtriya
पत्रिकाओं	patrikao
का	ka
इसके	iske
आरम्भ	arambh
से	se
पूर्ण	purn
संकलन	sankalan
है।	hai.
</s>	</s>
क्लोरो	Chloro
फ्लोरो	floro
कार्बन	carbon
क्या	kya
है?	hai?
</s>	</s>
समकालीन	samkalin
मगही	maghi
साहित्य	sahitya
</s>	</s>
यह	yah
चांद्रवर्ष	chandravarsh
है।	hai.
</s>	</s>
साहिबाँ	sahiba
इंटरनेट	internet
मूवी	movie
डेटाबेस	database
पर	par
</s>	</s>
वशिष्ठ	vasisth
जी	ji
के	ke
इस	is
प्रकार	prakar
कहने	kehne
पर	par
विश्वामित्र	vishvamitr
ने	ne
बलात्	balat
उस	us
गौ	gau
को	ko
पकड़	pakad
लेने	lene
का	ka
आदेश	adesh
दे	de
दिया	diya
और	aur
उसके	uske
सैनिक	sainik
उस	us
गौ	gau
को	ko
डण्डे	dande
से	se
मार	mar
मार	mar
कर	kar
हाँकने	hankane
लगे।	lage.
</s>	</s>
चूंकि	chunki
एक	ek
भ्रूण	bhrun
से	se
खून	khun
का	ka
नमूना	namuna
लेने	lene
में	me
अधिक	adhik
जोखिम	jokhim
है,	hai,
आमतौर	aamtaur
पर	par
बाद	baad
वाले	vale
परीक्षण	parikshan
का	ka
इस्तेमाल	istemal
किया	kiya
जाता	jata
है।	hai.
</s>	</s>
यह	yah
नगर	nagar
व्यापार	vyapar
की	ki
द्रस्टी	drasti
से	se
बहुत	bahut
प्रसिद्ध	prasiddh
है	hai
यह	yah
नगर	nagar
खरगोन	khargon
-सनावद	-sanvad
मुख्य	mukhya
मार्ग	marg
पर	par
स्थित	sthit
है	hai
सनावद	sanvad
से	se
17	17
कि.	ki.
</s>	</s>
हृदय	hriday
लानी	lani
</s>	</s>
किसी	kisi
संगठन	sangathan
का	ka
कोई	koi
वरिष्ठ	varisth
व्यक्ति	vyakti
अथवा	athva
पदाधिकारी	padadhikari
अपने	apne
अधीन	adhin
अधीनस्थ	adhinasth
कर्मचारियों	karmchariyo
पर	par
नियंत्रण	niyantran
रखने	rakhne
में	me
नाकामयाब	nakamayab
रहता	rehta
है,	hai,
तो	to
यह	yah
उस	us
द्वारा	dvara
किया	kiya
गया	gaya
एक	ek
अपराध	aparadh
माना	mana
जाऐगा।	jayega.
</s>	</s>
घिरनी	ghirni
(Pulleys)	(Pulleys)
एक	ek
गोल	gol
रम्भ	rambh
है,	hai,
जिससे	jisse
मशीन	machine
की	ki
शक्ति	shakti
को	ko
एक	ek
स्थान	sthan
से	se
दूसरे	dusre
स्थान	sthan
तक	tak
ले	le
जाया	jaya
जाता	jata
है।	hai.
</s>	</s>
वैसे	vaise
उन्होंने	unhone
कुछ	kuch
छुटपुट	chutput
कहानियां	kahaniya
भी	bhi
लिखी	likhi
हैं	hai
लेकिन	lekin
मूलत:	mulata:
वे	ve
गीतकार	geetkar
हैं	hai
और	aur
हिन्दी	hindi
साहित्य	sahitya
को	ko
कुछ	kuch
सुन्दर	sundar
से	se
प्रेमगीत	premgeet
देने	dene
की	ki
तैयारी	taiyari
में	me
हैं।	hai.
</s>	</s>
सुपरमैन	superman
उन	un
तीनों	tino
को	ko
क्रिस्टल	crystal
चैम्बर	chamber
में	me
लुभाने	lubhane
की	ki
कोशिश	kosish
करता	karta
है,	hai,
लेकिन	lekin
लूदर,	ludar,
जो	jo
ज़ॉड	zod
का	ka
विश्वास	vishvas
जीतना	jitna
चाहता	chahta
है,	hai,
उसे	use
चैम्बर	chamber
का	ka
रहस्य	rahasya
बता	bata
देता	deta
है।	hai.
</s>	</s>
एक	ek
असाधारण	asadharan
अन्वेषक	anveshak
और	aur
विज्ञान	vigyan
लेखक	lekhak
की	ki
अपूर्व	apurva
गाथा	gatha
</s>	</s>
प्रत्येक	pratyek
गतिशील	gatishil
कण	kan
के	ke
साथ	sath
इन्होंने	inhone
एक	ek
आनुषंगिक	anushangik
तरंग	tarang
की	ki
कल्पना	kalpana
की।	ki.
</s>	</s>
में	me
लिखा	likha
गया	gaya
“जेन्जी	"jenji
की	ki
कहानी”	kahani"
नामक	namak
उपन्यास	upanyas
को	ko
दुनिया	duniya
का	ka
सबसे	sabse
पहला	pehla
उपन्यास	upanyas
मानते	mante
हैं।	hai.
</s>	</s>
तारा	tara
</s>	</s>
एक	ek
साल	saal
बाद	baad
जेतपुर	jetpur
में	me
उन्होंने	unhone
सहजानंद	sahajanand
को	ko
अपने	apne
सम्प्रदाय	sampraday
का	ka
आचार्य	acharya
पद	pad
भी	bhi
दे	de
दिया।	diya.
</s>	</s>
कालक्रम	kaalkram
से	se
शौरसेनी	shaurseni
प्राकृत	prakrit
के	ke
पश्चात्	paschat
इस	is
प्रदेश	pradesh
में	me
शौरसेनी	shaurseni
अपभ्रंश	apbhransh
का	ka
प्रचार	prachar
हुआ।	hua.
</s>	</s>
मौसमी	mausami
चटर्जी	chatarji
</s>	</s>
युद्ध	yuddh
में	me
जर्मनी	germany
ने	ne
जिन-जिन	jin-jin
क्षेत्रों	kshetro
पर	par
अधिकार	adhikar
किया	kiya
था	tha
उन्हें	unhe
उससे	usse
वापस	vapas
ले	le
लिया	liya
गया।	gaya.
</s>	</s>
ये	ye
अद्वैत	advait
का	ka
एक	ek
उत्तम	uttam
उदाहरण	udaharan
है।	hai.
</s>	</s>
कुछ	kuch
प्रजातियां,	prajatiya,
विशेष	visesh
रूप	rup
से	se
घृतकुमारी	ghritkumari
वैकल्पिक	vaikalpik
चिकित्सा	chikitsa
में	me
इस्तेमाल	istemal
होता	hota
है	hai
और	aur
घर	ghar
पर	par
प्राथमिक	prathamik
चिकित्सा	chikitsa
में.	me.
</s>	</s>
हिन्दू	hindu
धर्म	dharma
के	ke
पुनरुत्थान	punarutthan
से	se
नागार्गुनकोंडा	nagargunkonda
का	ka
महत्त्व	mahattva
घटने	ghatne
लगा।	laga.
</s>	</s>
सैन्य	sainya
इतिहास	itihas
युद्ध,	yuddh,
रणनीतियों,	rannitiyo,
युद्ध,	yuddh,
हथियार	hathiyar
और	aur
युद्ध	yuddh
के	ke
मनोविज्ञान	manovigyan
से	se
संबंधित	sambandhit
है।	hai.
</s>	</s>
रास्ते	raste
में	me
उन्हें	unhe
एक	ek
स्री	sri
विलाप	vilap
करती	karti
मिली।	mili.
</s>	</s>
बैंड	band
ने	ne
BBC	BBC
के	ke
टॉप	top
ऑफ़	of
द	the
पॉप्स	pops
पर	par
उस	us
एकल	ekal
का	ka
स्वांग	svang
किया	kiya
और	aur
जब	jab
यह	yah
एकल	ekal
#5	#5
पर	par
चढ़ा	chadha
तो	to
वह	vah
एक	ek
और	aur
प्रस्तुति	prastuti
के	ke
लिए	lie
वापस	vapas
आया।	aya.
</s>	</s>
श्रीकांत	shrikant
शास्त्री	shastri
काल	kaal
जैसे	jaise
मगही	maghi
साहित्य	sahitya
काल	kaal
की	ki
भी	bhi
परिकल्पना	parikalpana
कर	kar
ली	li
है।	hai.
</s>	</s>
इसमें	isme
ऐसी	aisi
बेलजियाई	belgiyai
कम्पनियों	companiyo
ने	ne
भी	bhi
उकसाने	uksane
का	ka
काम	kaam
किया	kiya
जो	jo
यहाँ	yaha
की	ki
खनिज	khanij
की	ki
खानों	khano
पर	par
अपना	apna
अधिकार	adhikar
बनाए	banae
रखना	rakhna
चाहतीं	chahti
थीं।	thi.
</s>	</s>
इस	is
अनंत	anant
लक्ष्य	lakshya
की	ki
सिद्धि	siddhi
के	ke
लिए	lie
अनंत	anant
काल	kaal
की	ki
आवश्यकता	aavashyakta
है।	hai.
</s>	</s>
वंश	vansh
समूह	samuh
</s>	</s>
ब्रिटेन	britain
में	me
इसके	iske
प्रवक्ता	pravakta
टेलीविजन	television
हस्ती	hasti
एलन	alan
विकर	vikar
थे।	the.
</s>	</s>
पृथ्वीराज	prithviraj
से	se
चन्देलों	chandelo
से	se
संबंध	sambandh
भी	bhi
आल्हा	aalha
में	me
दर्शाये	darshaye
गये	gaye
हैं।	hai.
</s>	</s>
रॅपन्ज़ेल	repanzel
सिंड्रोम	syndrome
</s>	</s>
अलू	alu
कप	cup
(पीएनजी)	(PNG)
अपने	apne
पहले	pehle
वनडे	oneday
में	me
अंपायर	umpire
के	ke
रूप	rup
में	me
खड़ा	khada
था।	tha.
</s>	</s>
अगर	agar
वह	vah
राज-काज	raj-kaj
से	se
मुँह	munh
मोड़ता	modta
है	hai
तो	to
अपने	apne
कर्म	karm
से	se
मुँह	munh
मोड़ता	modta
है।	hai.
</s>	</s>
मुफ्त	muft
ऑटोकैड	autocad
कोर्स	coarse
हिंदी	hindi
में	me
</s>	</s>
वह	vah
दिन	din
में	me
शहर	shehar
में	me
टहलते	tehalte
और	aur
रात	raat
में	me
किसी	kisi
ऊंचे	unche
स्थान	sthan
से	se
तारों	taro
की	ki
गणना	ganna
करते.	karte.
</s>	</s>
१९९९	1999
एवं	evam
२००४	2004
के	ke
विधानसभा	vidhanasabha
चुनावों	chunavo
में	me
मिली	mili
व्यापक	vyapak
सफलता	safalta
के	ke
साथ	sath
इस	is
पार्टी	party
ने	ne
अपनी	apni
स्थिति	sthiti
और	aur
मजबूत	majbut
कर	kar
ली।	li.
</s>	</s>
निर्माता	nirmata
जैरी	jerry
ब्रुकहेमर	brukhemar
ने	ne
महसूस	mehsus
किया	kiya
कि	ki
डेप	depp
"एक	"ek
तीक्ष्ण	tikshna
अभिनेता	abhineta
है	hai
जो	jo
एक	ek
तरह	tarah
से	se
डिज्नी	disney
कंट्री	country
बीयर्स	beers
की	ki
नरम	naram
गुणवत्ता	gunavatta
पर	par
फिट	fit
बैठेगा	baithega
और	aur
दर्शकों	darshako
को	ko
यह	yah
बताएगा	bataega
कि	ki
एक	ek
वयस्क	vayask
और	aur
किशोर	kishor
इसे	is
देख	dekh
सकता	sakta
है	hai
और	aur
इसके	iske
साथ	sath
एक	ek
अच्छा	accha
अनुभव	anubhav
प्राप्त	prapt
कर	kar
सकता	sakta
है।"	hai."
</s>	</s>
इसे	ise
दिसंबर	december
2011	2011
में	me
भंग	bhang
कर	kar
दिया	diya
गया	gaya
था	tha
और	aur
दो	do
विभक्त	vibhakt
निगम	nigam
निकाय	nikay
स्थापित	sthapit
किये	kiye
गए:	gae:
ढाका	dhaka
उत्तर	uttar
नगर	nagar
निगम	nigam
और	aur
ढाका	dhaka
दक्षिण	dakshin
नगर	nagar
निगम।	nigam.
</s>	</s>
अमोनियम	amoniyam
लवण	lavan
प्राय:	praya:
श्वेत	shvet
ठोस	thos
रूप	rup
में	me
(अममोनियम	(ammonium
क्रोमेटरंगीन)	chrometarangeen)
Oर	Or
अधिकांशत:	adhikanshta:
</s>	</s>
इसके	iske
बारे	bare
में	me
प्रथम	pratham
विवरण	vivran
के	ke
बाद	baad
से	se
100	100
वर्षों	varsho
में	me
चिकित्सा	chikitsa
साहित्य	sahitya
में	me
60	60
से	se
भी	bhi
कम	kam
मामले	mamle
रिपोर्ट	report
किए	kiye
गए	gae
हैं।	hai.
</s>	</s>
HYD	HYD
का	ka
दुर्घटना	durghatna
इतिहास	itihas
विमानन	vimanan
सुरक्षा	suraksha
तंत्रजाल	tantrajal
</s>	</s>
लोमडी	lomdi
के	ke
आहार	aahar
में	me
रोडेन्ट,	rodent,
कीड़ों,	kido,
कृमि,	krimi,
फल,	fal,
मछली,	machali,
पक्षी,	pakshi,
अंडे	ande
और	aur
अन्य	anya
सभी	sabhi
प्रकार	prakar
के	ke
छोटे	chote
जानवर	janvar
है।	hai.
</s>	</s>
फिर	phir
शिव	shiva
की	ki
आज्ञा	agya
से	se
समस्त	samast
विकारों	vikaro
का	ka
संहार	sanhar
होता	hota
है।	hai.
</s>	</s>
पेशी	peshi
अपविकास	apvikas
वाले	vale
लोगों	logo
के	ke
लिए	liye
रोग	rog
का	ka
निदान,	nidan,
विकार	vikar
के	ke
प्रकार	prakar
और	aur
प्रगति	pragati
के	ke
अनुसार	anusar
भिन्न	bhinna
होता	hota
है।	hai.
</s>	</s>
किंतु	kintu
पुरुष	purush
को	ko
एकाधिक	ekadhik
विवाह	vivah
करने	karne
का	ka
अधिकार	adhikar
है।	hai.
</s>	</s>
रॅपन्ज़ेल	repanzel
इस	is
पर	par
सहमत	sahamat
हो	ho
गई।	gai.
</s>	</s>
वह	vah
उलझन	uljhan
में	me
पड़ा	pada
था	tha
कि	ki
एक	ek
दिन	din
स्वप्न	svapna
में	me
विक्रम	vikram
खुद	khuda
आए।	aae.
</s>	</s>
अभियोग	abhiyog
की	ki
कार्रवाई	karvai
संवाददाताओं	sanvadadataon
और	aur
जनता	janta
के	ke
लिए	liye
खुली	khuli
हुई	hui
थी।	thi.
</s>	</s>
भारत	bharat
में	me
रेडियो	radio
प्रसारण	prasaran
की	ki
शुरुआत	shuruwat
मुंबई	mumbai
और	aur
कोलकाता	kolkata
में	me
सन	san
१९२७	1927
में	me
दो	do
निजी	niji
ट्रांसमीटरों	transametro
से	se
हुई।	hui.
</s>	</s>
आधी	adhi
रात	raat
के	ke
बाद	bad
-	-
डॉ॰	dr
शंकर	shankar
शेष	shesh
</s>	</s>
जब	jab
रॅपन्ज़ेल	repanzel
की	ki
उम्र	umr
बारह	barah
साल	sal
की	ki
थी,	thi,
जादूगरनी	jadugarni
ने	ne
उसे	use
सबकी	sabki
नज़रों	nazro
से	se
दूर	dur
जंगल	jungle
के	ke
बीच	bich
एक	ek
ऐसी	aisi
मीनार	minar
में	me
बंद	band
कर	kar
दिया,	diya,
जिस	jis
पर	par
चढ़ने	chadhne
के	ke
लिए	lie
न	na
तो	to
सीढ़ियां	sidhiyan
थीं	thi
और	aur
ना	na
ही	hi
अंदर	andar
घुसने	ghusne
के	ke
लिए	lie
कोई	koi
दरवाज़ा,	darvaza,
उसमें	usme
था	tha
तो	to
सिर्फ़	sirf
एक	ek
कमरा	kamra
और	aur
एक	ek
खिड़की.	khidki.
</s>	</s>
तो	to
आपने	aapne
हँसकर	hanskar
जवाब	javab
दिया	diya
था	tha
-	-
'सम्राट	'samrat
बनाने	banane
वालों	valo
को	ko
डिग्री	degree
की	ki
कोई	koi
जरूरत	jarurat
नहीं	nahi
होती,	hoti,
क्लाइव	klaive
के	ke
पास	pas
भी	bhi
तो	to
कोई	koi
डिग्री	degree
नहीं	nahi
थी।'	thi.'
</s>	</s>
यह	yeh
एक	ek
लाभ	labh
रहित	rahit
संस्था	sanstha
है	hai
जिसका	jiska
किसी	kisi
भी	bhi
राजनीतिक	rajnitik
और	aur
धर्मिक	dharmik
सन्स्था	sanstha
से	se
कोइ	koi
सम्बन्ध	sambandh
नही	nahi
है।	hai.
</s>	</s>
अन्तःस्थलीय	antahsthaliy
मैदान	maidan
</s>	</s>
बलि	bali
वाले	vale
मूंगे	munge
से	se
उसके	uske
लिए	li'e
जीवन	jivan
दान	dan
माँगा।	manga.
</s>	</s>
हीमोग्लोबिन	haemoglobin
के	ke
सभी	sabhi
अनुवांशिक	anuvanshik
प्रकार	prakar
हानिकारक	hanikarak
नहीं	nahi
होते	hote
हैं,	hain,
इस	is
अवधारणा	avadharana
को	ko
आनुवंशिक	anuvanshik
बहुरूपता	bahurupata
के	ke
रूप	rup
में	me
जाना	jana
जाता	jata
है।	hai.
</s>	</s>
ओक	Oak
रिज	rij
नेशनल	national
लेबोरेटरी	laboratory
ने	ne
संबंधित	sambandhit
आपात	aapat
स्थितियों	sthitiyo
के	ke
दौरान	dauran
नागरिक	nagrik
आबादी	aabadi
की	ki
सुरक्षा	suraksha
के	ke
लिए	li'e
क्षमताओं	kshamata'on
और	aur
लागतों	lagton
का	ka
आकलन	aaklan
करने	karne
के	ke
लिए	li'e
एक	ek
अध्ययन	adhyayan
किया	kiya
है	hai
और	aur
सुविधाजनक,	suvidhajanak,
इन-प्लेस	in-place
आश्रयों	ashryo
की	ki
प्रभावशीलता	prabhavashilta
का	ka
आंकलन	aankalan
किया	kiya
है.	hai.
</s>	</s>
किसी	kisi
स्थल	sthal
पर	par
हमेशा	hamesha
समय	samay
की	ki
तुलना	tulna
में	me
किया	kiya
जाने	jane
वाले	vale
कार्य	karya
का	ka
आधिक्य	adhikya
होता	hota
है।	hai.
</s>	</s>
हालात	halat
की	ki
पहचान	pehchan
आनुवंशिक	anuvanshik
रूप	rup
से	se
कर	kar
ली	li
गयी	gayi
है	hai
और	aur
अब	ab
यह	yeh
आम	aam
नहीं	nahi
रहा.	raha.
</s>	</s>
हिन्दी	hindi
साहित्य	sahitya
में	me
रीतिकाल	ritikaal
को	ko
उत्तर	uttar
मध्यकाल,	madhyakal,
रीतिकाव्य,	ritikavy,
कलाकाल,	kalakal,
श्रृंगारकाल,	srrngarakal,
अलंकृतकाल	alankrtakala
आदि	adi
नामों	namo
से	se
जाना	jana
जाता	jata
है	hai
।	.
</s>	</s>
बुंदेलखंड	bundelakhand
का	ka
इतिहास	itihas
आदि	adi
से	se
अंत	ant
तक	tak
विविधताओं	vividhata'on
से	se
भरा	bhara
है	hai
परंतु	parantu
सांस्कृतिक	saanskrtik
और	aur
धार्मिक	dharmik
एकता	ekta
की	ki
यहाँ	yahan
एक	ek
स्वस्थ	svastha
परंपरा	parampara
है।	hai.
</s>	</s>
तथा	tatha
1957	1957
में	me
स्वेज	svej
नहर	nehar
को	ko
सभी	sabhi
देशों	deshon
के	ke
जहाजो	jahajo
के	ke
आबगमन	aabagaman
के	ke
लिए	li'e
खोल	khol
दिया	diya
गया।	gaya.
</s>	</s>
पुरी	puri
एक्स्प्रेस	express
2887	2887
भारतीय	bharatiy
रेल	rail
द्वारा	dvara
संचालित	sanchalit
एक	ek
मेल	mel
एक्स्प्रेस	express
ट्रेन	train
है।	hai.
</s>	</s>
इस	is
नरेश	naresh
का	ka
प्रामाणिक	pramanik
इतिवृत्त	itivritta
उपस्थित	upasthit
करना	karna
कठिन	kathin
है,	hai,
क्योंकि	kyonki
विंध्यशक्ति	vindhyashakti
का	ka
कोई	ko'i
अभिलेख	abhilekh
या	ya
सिक्का	sikka
अभी	abhi
तक	tak
उपलब्ध	upalabdh
नहीं	nahi
हो	ho
सका।	saka.
</s>	</s>
आजादी	ajadi
के	ke
आस	aas
पास	paas
-	-
डा०	dr.
जगदीश	jagadish
व्योम	vyom
</s>	</s>
कामोइज़	kamoiz
सन्1989	san1989
से	se
हर	har
साल	saal
पुर्तगाली	purtagali
भाषा	bhasha
में	me
दिया	diya
जाने	jaane
वाला	vala
साहित्य	sahitya
पुरस्कार	puraskar
है।	hai.
</s>	</s>
उनकी	unki
ओवरसीज	overseas
बॉक्स	box
ऑफिस	office
अपील	apeel
ने	ne
दुनिया	duniya
भर	bhar
में	me
113	113
मिलियन	miliyan
डॉलर	dolar
की	ki
कमाई	kamai
से	se
जज	jaj
ड्रेड	dred
के	ke
घरेलू	gharelu
बॉक्स	box
ऑफिस	office
की	ki
निराशा	nirasha
से	se
उबार	ubar
लिया।	liya.
</s>	</s>
ये	ye
रस्से	ras'se
सूत	suta
के	ke
भी	bhi
होते	hote
हैं	hai
और	aur
लोहे	lohe
के	ke
तारों	taro
के	ke
भी।	bhi.
</s>	</s>
कनेक्टिकट	Conneticut
पूर्वोत्तर	purvottar
संयुक्त	sanyukt
राज्य	rajya
के	ke
न्यू	new
इंग्लैंड	england
क्षेत्र	kshetra
में	me
दक्षिणी	dakshini
राज्य	rajya
है।	hai.
</s>	</s>
यहां	yaha
पहाड़ों	pahado
के	ke
मध्य	madhya
फैली	faili
झील	jhil
के	ke
आसपास	aaspas
किसी	kisi
गेस्ट	guest
हाउस	house
में	me
रुक	ruk
प्रकृति	prakriti
का	ka
मजा	maja
उठा	utha
सकते	sakte
हैं।	hai.
</s>	</s>
सुषमा	sushma
सेठ	seth
</s>	</s>
एलो	elo
रब्रोलुटी	rabroluti
हेरलड्री	heraladri
प्रभारी	prabhari
के	ke
रूप	rup
में	me
होता	hota
है,	hai,
जैसा	jaisa
कि	ki
नामिबिया	namibiya
के	ke
सिविक	civic
हेरलड्री	heraladri
में	me
होता	hota
है।	hai.
</s>	</s>
ऐसी	aisi
साहित्यिक	sahityik
रचनाएँ	rachna'e
जिनमें	jinme
पहने	pehne
रहस्य	rahasya
का	ka
निर्माण	nirman
किया	kiya
जाता	jata
है	hai
और	aur
फिर	phir
कथा	katha
का	ka
अंत	ant
रहस्य	rahasya
को	ko
सुलझाने	sulajhane
से	se
होता	hota
है	hai
गुप्तचरकथा	guptcharkatha
(डिटेक्टिव)	(detective)
साहित्य	sahitya
कही	kahi
जाती	jati
हैं।	hai.
</s>	</s>
ये	ye
घटनाएं	ghatnae
जो	jo
परतों	parto
के	ke
रूप	rup
में	me
एकत्रित	ekatrit
हो	ho
जाती	jati
हैं,	hai,
पुरातात्विक	puratatvik
अनुक्रम	anukram
अथवा	athva
रिकॉर्ड	record
कहलाती	kehlati
हैं।	hai.
</s>	</s>
यह	yah
प्रशासन	prashasan
और	aur
सरकार	sarkar
के	ke
दिल	dil
के	ke
जैसी	jaisi
अहमियत	ahmiyat
इसकी	iski
दीवारों	divaro
के	ke
भीतर	bhitar
थी	thi
क्योंकि	kyonki
यह	yah
एक	ek
अरब	arab
मुस्लिम	muslim
मध्ययुगीन	madhyayugin
शहर	shehar
और	aur
अल	al
अन्दलूस	andalus
या	ya
मुस्लिम	muslim
स्पेन	spain
की	ki
वास्तविक	vastavik
राजधानी	rajdhani
थी।	thi.
</s>	</s>
परंतु	parantu
कुछ	kuch
लोग	log
कभी	kabhi
भी	bhi
मानसिक	mansik
रूप	rup
से	se
प्रौढ़	praudh
नही	nahi
होते	hote
चाहे	chahe
पेशारीरिक	pesharirik
रूप	rup
से	se
कितने	kitne
भी	bhi
बडे	bade
क्यो	kyo
ना	na
हो	ho
जाए।	jae.
</s>	</s>
कृषि	krishi
एवं	evam
पशुपालन	pashupalan
के	ke
विचार	vichar
से	se
यह	yah
भाग	bhag
अधिक	adhik
उपयोगी	upyogi
नहीं	nahi
है।	hai.
</s>	</s>
मध्‍यप्रदेश	madhyapradesh
विधान	vidhan
सभा	sabha
के	ke
माननीय	manniya
उपाध्‍यक्षों	upadhyaksho
की	ki
सूची	suchi
</s>	</s>
इस	is
प्रांगजलीय	prangajaliya
का	ka
निर्माण	nirman
ग्लूकोज	glucose
तथा	tatha
फलशर्करा	falsharkra
के	ke
एक-एक	ek-ek
अणु	anu
से	se
मिलकर	milkar
हुआ	hua
है।	hai.
</s>	</s>
मदुरई	madurai
</s>	</s>
जोवन	jovan
छाई	chhai
धण	dhan
भली,	bhali,
तारांछाई	taranchhai
रात।।	raat..
</s>	</s>
कालांतर	kalantar
में	me
युवराज	yuvraj
दामोदरसेन	damodarsen
द्वितीय	dvitiya
प्रवरसेन	pravarsen
के	ke
नाम	naam
से	se
सिंहासन	singhasan
पर	par
बैठा,	baitha,
किंतु	kintu
इस	is
वंश	vansh
के	ke
लेख	lekh
यह	yah
बतलाते	batlaate
हैं	hai
कि	ki
प्रवरसेन	pravarsen
से	se
द्वितीय	dvitiya
पृथ्वीषेण	prthvishen
पर्यंत	paryant
किसी	kisi
प्रकार	prakar
का	ka
रण	ran
अभियान	abhiyan
न	na
हो	ho
सका।	saka.
</s>	</s>
इन्होंने	inhone
उन	un
छात्रों	chatro
को	ko
प्रशिक्षित	prashikshit
किया	kiya
जो	jo
रुड़की	roorkee
इंजीनियरिंग	engineering
कॉलेज	college
में	me
प्रवेश	pravesh
चाहते	chahte
थे।	the.
</s>	</s>
फिल्म	film
का	ka
बजट	budget
केवल	keval
24	24
मिलियन	million
डॉलर	dollar
था।	tha.
</s>	</s>
एक	ek
सराहनीय	sarahaniya
अग्रणी	agarni
सूचीपत्र	suchipatr
इस	is
संग्रह	sangrah
के	ke
सभी	sabhi
सहित,	sahit,
शीर्षक,	sirshak,
अध्याय	adhyaya
और	aur
colophons,	colophons,
